"P","L","Ecoef","inv","Lcost","volcost","grpsz","N","expected_vol","Leader_payment","Non_Ldr_return","Ldr_return","Flwr_return","Acephalous_return","GrpBenefitToLdr","LdrNetBenefit","volunteering","LFReturnRatio"
15,3,0,0.3,1,0.5,10,100,0,0,30.5260593005785,14.9,20.9,20,3,-6,"none",0.712918660287081
0,7,0,0.3,1,0.5,10,100,0.0344148700456046,0,30.5260593005785,5.6,7.09161003313663,5,19.4244902982297,-1.49161003313663,"rare",0.789665530652862
1,7,0,0.3,1,0.5,10,100,0.0090195739974154,0,30.5260593005785,6.3,8.09792674508618,6,19.1813407057756,-1.79792674508618,"rare",0.777976906721568
3,7,0,0.3,1,0.5,10,100,0,0,30.5260593005785,7.7,10.1,8,18.6,-2.4,"none",0.762376237623762
7,7,0,0.3,1,0.5,10,100,0,0,30.5260593005785,10.5,14.1,12,17.4,-3.6,"none",0.74468085106383
12,7,0,0.3,1,0.5,10,100,0,0,30.5260593005785,14,19.1,17,15.9,-5.1,"none",0.732984293193717
15,7,0,0.3,1,0.5,10,100,0,0,30.5260593005785,16.1,22.1,20,15,-6,"none",0.728506787330317
0,12,0,0.3,1,0.5,10,100,0.102039058112381,0,30.5260593005785,7.1,8.57123847645614,5,34.2411462881052,-1.47123847645614,"rare",0.82835170430768
1,12,0,0.3,1,0.5,10,100,0.082832635191131,0,30.5260593005785,7.8,9.57755316306109,6,33.9979784675498,-1.77755316306109,"rare",0.814404249937573
3,12,0,0.3,1,0.5,10,100,0.0471807188975429,0,30.5260593005785,9.2,11.588162418701,8,33.493461768309,-2.388162418701,"rare",0.793913622159198
7,12,0,0.3,1,0.5,10,100,0,0,30.5260593005785,12,15.6,12,32.4,-3.6,"none",0.769230769230769
12,12,0,0.3,1,0.5,10,100,0,0,30.5260593005785,15.5,20.6,17,30.9,-5.1,"none",0.752427184466019
15,12,0,0.3,1,0.5,10,100,0,0,30.5260593005785,17.6,23.6,20,30,-6,"none",0.745762711864407
0,15,0,0.3,1,0.5,10,100,0.12733217855447,0,30.5260593005785,8,9.46229300759774,5,43.1606370683797,-1.46229300759774,"rare",0.845461030806846
1,15,0,0.3,1,0.5,10,100,0.109629952010129,0,30.5260593005785,8.7,10.4686282314789,6,42.9176540833104,-1.76862823147893,"rare",0.831054442628815
3,15,0,0.3,1,0.5,10,100,0.0777962006215847,0,30.5260593005785,10.1,12.4791397848401,8,42.4122580635605,-2.37913978484006,"rare",0.809350658309774
7,15,0,0.3,1,0.5,10,100,0.0211792402856649,0,30.5260593005785,12.9,16.4949913244485,12,41.3549219200362,-3.59499132444847,"rare",0.782055579555228
12,15,0,0.3,1,0.5,10,100,0,0,30.5260593005785,16.4,21.5,17,39.9,-5.1,"none",0.762790697674419
15,15,0,0.3,1,0.5,10,100,0,0,30.5260593005785,18.5,24.5,20,39,-6,"none",0.755102040816326
0,1,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,3.8,5.3,5,1.49999999999999,-1.5,"none",0.716981132075472
1,1,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,4.5,6.3,6,1.2,-1.8,"none",0.714285714285714
3,1,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,5.9,8.3,8,0.600000000000009,-2.4,"none",0.710843373493976
7,1,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,8.7,12.3,12,-0.599999999999994,-3.6,"none",0.707317073170732
12,1,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,12.2,17.3,17,-2.09999999999999,-5.1,"none",0.705202312138728
15,1,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,14.3,20.3,20,-2.99999999999997,-6,"none",0.704433497536946
0,3,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,4.4,5.9,5,7.5,-1.5,"none",0.745762711864407
1,3,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,5.1,6.9,6,7.2,-1.8,"none",0.739130434782609
3,3,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,6.5,8.9,8,6.60000000000001,-2.4,"none",0.730337078651685
7,3,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,9.3,12.9,12,5.40000000000001,-3.6,"none",0.72093023255814
12,3,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,12.8,17.9,17,3.90000000000001,-5.1,"none",0.715083798882682
15,3,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,14.9,20.9,20,3,-6,"none",0.712918660287081
0,7,0.1,0.3,1,0.5,10,100,0.0360246387450733,0.761723098626963,30.5260593005785,5.6,7.01501310703364,5,18.7351179633028,-1.41501310703364,"rare",0.798287888355494
1,7,0.1,0.3,1,0.5,10,100,0.0266393939407245,9.97786781275579,30.5260593005785,6.3,7.09583332024143,6,10.1624998821729,-0.795833320241428,"rare",0.887844981086119
3,7,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,7.7,10.1,8,18.6,-2.4,"none",0.762376237623762
7,7,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,10.5,14.1,12,17.4,-3.6,"none",0.74468085106383
12,7,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,14,19.1,17,15.9,-5.1,"none",0.732984293193717
15,7,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,16.1,22.1,20,15,-6,"none",0.728506787330317
0,12,0.1,0.3,1,0.5,10,100,0.102039058112381,0,30.5260593005785,7.1,8.57123847645614,5,34.2411462881052,-1.47123847645614,"rare",0.82835170430768
1,12,0.1,0.3,1,0.5,10,100,0.082832635191131,0,30.5260593005785,7.8,9.57755316306109,6,33.9979784675498,-1.77755316306109,"rare",0.814404249937573
3,12,0.1,0.3,1,0.5,10,100,0.0471807188975429,0,30.5260593005785,9.2,11.588162418701,8,33.493461768309,-2.388162418701,"rare",0.793913622159198
7,12,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,12,15.6,12,32.4,-3.6,"none",0.769230769230769
12,12,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,15.5,20.6,17,30.9,-5.1,"none",0.752427184466019
15,12,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,17.6,23.6,20,30,-6,"none",0.745762711864407
0,15,0.1,0.3,1,0.5,10,100,0.12733217855447,0,30.5260593005785,8,9.46229300759774,5,43.1606370683797,-1.46229300759774,"rare",0.845461030806846
1,15,0.1,0.3,1,0.5,10,100,0.110370047989871,0.138092389661624,30.5260593005785,8.7,10.4545610585716,6,42.7910495271447,-1.75456105857163,"rare",0.832172670976647
3,15,0.1,0.3,1,0.5,10,100,0.0777962006215847,0,30.5260593005785,10.1,12.4791397848401,8,42.4122580635605,-2.37913978484006,"rare",0.809350658309774
7,15,0.1,0.3,1,0.5,10,100,0.0442055216373853,17.9089057073158,30.5260593005785,12.9,14.6980918051127,12,25.1828262460144,-1.79809180511271,"rare",0.877664949372051
12,15,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,16.4,21.5,17,39.9,-5.1,"none",0.762790697674419
15,15,0.1,0.3,1,0.5,10,100,0,0,30.5260593005785,18.5,24.5,20,39,-6,"none",0.755102040816326
0,1,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,3.8,5.3,5,1.49999999999999,-1.5,"none",0.716981132075472
1,1,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,4.5,6.3,6,1.2,-1.8,"none",0.714285714285714
3,1,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,5.9,8.3,8,0.600000000000009,-2.4,"none",0.710843373493976
7,1,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,8.7,12.3,12,-0.599999999999994,-3.6,"none",0.707317073170732
12,1,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,12.2,17.3,17,-2.09999999999999,-5.1,"none",0.705202312138728
15,1,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,14.3,20.3,20,-2.99999999999997,-6,"none",0.704433497536946
0,3,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,4.4,5.9,5,7.5,-1.5,"none",0.745762711864407
1,3,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,5.1,6.9,6,7.2,-1.8,"none",0.739130434782609
3,3,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,6.5,8.9,8,6.60000000000001,-2.4,"none",0.730337078651685
7,3,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,9.3,12.9,12,5.40000000000001,-3.6,"none",0.72093023255814
12,3,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,12.8,17.9,17,3.90000000000001,-5.1,"none",0.715083798882682
15,3,0.4,0.3,1,0.5,10,100,0,0,30.5260593005785,14.9,20.9,20,3,-6,"none",0.712918660287081
0,7,0.4,0.3,1,0.5,10,100,0.196933850429499,4.29899734318429,30.5260593005785,6.88969920295529,6.60431730334073,5,16.3285549330219,0.285381899614551,"rare",1.04321141557965
1,7,0.4,0.3,1,0.5,10,100,0.195252089653745,5.06570510472914,30.5260593005785,7.81971153141874,7.5283800492281,6,15.5751319744716,0.291331482190647,"rare",1.03869776502855
3,7,0.4,0.3,1,0.5,10,100,0.187727657313712,6.52571188675995,30.5260593005785,9.65771356602798,9.38563002125415,8,14.1283837573153,0.272083544773837,"rare",1.02898937462458
7,7,0.4,0.3,1,0.5,10,100,0.174970693634227,9.51139046874052,30.5260593005785,13.3534171406222,13.0924534616541,12,11.1854982955092,0.260963678968038,"rare",1.01993237399945
12,7,0.4,0.3,1,0.5,10,100,0.15194865329057,13.1965053961785,30.5260593005785,17.9589516188536,17.7332708636206,17,7.55838939143905,0.225680755232951,"rare",1.01272640320946
15,7,0.4,0.3,1,0.5,10,100,0.131596631768262,15.3714063686991,30.5260593005785,20.7114219106097,20.5235750617233,20,5.42359746611947,0.187846848886434,"rare",1.0091527352482
0,12,0.4,0.3,1,0.5,10,100,0.236194982533257,4.37852874283393,30.5260593005785,8.41355862285018,8.0785624501398,5,31.1206206741084,0.334996172710381,"rare",1.04146730000269
1,12,0.4,0.3,1,0.5,10,100,0.235510020766735,5.14924974463418,30.5260593005785,9.34477492339025,9.0018113904386,6,30.3610774373376,0.342963532951657,"rare",1.03809939111987
3,12,0.4,0.3,1,0.5,10,100,0.233976187117636,6.68502387967536,30.5260593005785,11.2055071639026,10.8489516154289,8,28.8460717027631,0.356555548473663,"rare",1.03286543816516
7,12,0.4,0.3,1,0.5,10,100,0.226068639941685,9.64849706582696,30.5260593005785,14.8945491197481,14.5562757351569,12,25.9010307361604,0.338273384591163,"rare",1.02323900637401
12,12,0.4,0.3,1,0.5,10,100,0.216530566260492,13.3773010795709,30.5260593005785,19.5131903238713,19.187758731241,17,22.2030189050404,0.325431592630238,"rare",1.01696037547629
15,12,0.4,0.3,1,0.5,10,100,0.21270184931175,15.6645868610161,30.5260593005785,22.2993760583048,21.960760966449,20,19.9462247563455,0.338615091855878,"rare",1.01541909646816
0,15,0.4,0.3,1,0.5,10,100,0.253360946342484,4.44857918149951,30.5260593005785,9.33457375444985,8.96340158220758,5,40.0051879943181,0.371172172242272,"rare",1.04140974482043
1,15,0.4,0.3,1,0.5,10,100,0.252880129363561,5.21935988244431,30.5260593005785,10.2658079647333,9.88655474826186,6,39.24480069909,0.379253216471431,"rare",1.038360503343
3,15,0.4,0.3,1,0.5,10,100,0.247118760787155,6.63827392119958,30.5260593005785,12.0914821763599,11.7474218633981,8,37.8182789469427,0.344060312961789,"rare",1.02928815504905
7,15,0.4,0.3,1,0.5,10,100,0.244750120280191,9.70319672547542,30.5260593005785,15.8109590176426,15.4420570047869,12,34.7894720607244,0.368902012855756,"rare",1.02388943472631
12,15,0.4,0.3,1,0.5,10,100,0.236671839996237,13.4166107093844,30.5260593005785,20.4249832128153,20.0745305459007,17,31.0957581259212,0.350452666914663,"rare",1.01745757720776
15,15,0.4,0.3,1,0.5,10,100,0.234230322509907,15.7058320074759,30.5260593005785,23.2117496022428,22.846752021183,20,28.8325177928899,0.364997581059757,"rare",1.01597590680379
0,1,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,3.8,5.3,5,1.49999999999999,-1.5,"none",0.716981132075472
1,1,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,4.5,6.3,6,1.2,-1.8,"none",0.714285714285714
3,1,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,5.9,8.3,8,0.600000000000009,-2.4,"none",0.710843373493976
7,1,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,8.7,12.3,12,-0.599999999999994,-3.6,"none",0.707317073170732
12,1,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,12.2,17.3,17,-2.09999999999999,-5.1,"none",0.705202312138728
15,1,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,14.3,20.3,20,-2.99999999999997,-6,"none",0.704433497536946
0,3,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,4.4,5.9,5,7.5,-1.5,"none",0.745762711864407
1,3,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,5.1,6.9,6,7.2,-1.8,"none",0.739130434782609
3,3,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,6.5,8.9,8,6.60000000000001,-2.4,"none",0.730337078651685
7,3,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,9.3,12.9,12,5.40000000000001,-3.6,"none",0.72093023255814
12,3,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,12.8,17.9,17,3.90000000000001,-5.1,"none",0.715083798882682
15,3,0.9,0.3,1,0.5,10,100,0,0,30.5260593005785,14.9,20.9,20,3,-6,"none",0.712918660287081
0,7,0.9,0.3,1,0.5,10,100,0.256863330363823,2.33654394268521,30.5260593005785,7.46923515414817,6.77291606232428,5,18.4254797150667,0.696319091823883,"rare",1.10280934909223
1,7,0.9,0.3,1,0.5,10,100,0.260370047989871,2.70121481764751,30.5260593005785,8.46097185411801,7.73474974332167,6,18.073719544013,0.726222110796334,"rare",1.09389083485518
3,7,0.9,0.3,1,0.5,10,100,0.254166579791332,3.33327959447371,30.5260593005785,10.366623675579,9.67454374448108,8,17.4375173759087,0.69207993109789,"rare",1.07153618293294
7,7,0.9,0.3,1,0.5,10,100,0.247317271659882,4.63814138656775,30.5260593005785,14.2105131092542,13.5473404514954,12,16.1365771727132,0.663172657758755,"rare",1.04895223975017
12,7,0.9,0.3,1,0.5,10,100,0.241775679942415,6.29292535574298,30.5260593005785,19.0343402845944,18.3844942873376,17,14.4947888706324,0.649845997256822,"rare",1.03534750464713
15,7,0.9,0.3,1,0.5,10,100,0.235350702057262,7.26468369230084,30.5260593005785,21.9117469538407,21.2903426181445,20,13.524830517141,0.621404335696191,"rare",1.02918714587367
0,12,0.9,0.3,1,0.5,10,100,0.297592519127139,2.48755699716406,30.5260593005785,9.09004559773125,8.23762325690934,5,33.2286549099153,0.852422340821903,"rare",1.10347916070414
1,12,0.9,0.3,1,0.5,10,100,0.297195697475782,2.8219800031793,30.5260593005785,10.0575840025434,9.20438210978561,6,32.8970229906139,0.853201892757829,"rare",1.09269518394404
3,12,0.9,0.3,1,0.5,10,100,0.29634720987356,3.48968339789373,30.5260593005785,11.991746718315,11.1380416125554,8,32.2341212313138,0.853705105759552,"rare",1.07664768506496
7,12,0.9,0.3,1,0.5,10,100,0.294498619566035,4.82261075594862,30.5260593005785,15.8580886047589,15.0056841047935,12,30.9092455479002,0.852404499965417,"rare",1.05680544079247
12,12,0.9,0.3,1,0.5,10,100,0.290370047989871,6.4724970279283,30.5260593005785,20.6779976223426,19.8427778173101,17,29.2629979781332,0.835219805032573,"rare",1.04209187910696
15,12,0.9,0.3,1,0.5,10,100,0.287162959052706,7.45773702737776,30.5260593005785,23.5661896219022,22.7458651840243,20,28.2789762781207,0.820324437877932,"rare",1.03606477182737
0,15,0.9,0.3,1,0.5,10,100,0.314975887874392,2.56069023790095,30.5260593005785,10.0485521903208,9.12142384296141,5,42.1413667769734,0.927128347359355,"rare",1.10164294120317
1,15,0.9,0.3,1,0.5,10,100,0.314688505746741,2.89557146205118,30.5260593005785,11.0164571696409,10.0880837540381,6,41.809210955984,0.928373415602833,"rare",1.09202673552658
3,15,0.9,0.3,1,0.5,10,100,0.314068492270687,3.56421576576582,30.5260593005785,12.9513726126127,12.0215385752843,8,41.1452197901709,0.929834037328403,"rare",1.07734734048436
7,15,0.9,0.3,1,0.5,10,100,0.312699502886515,4.8989059421792,30.5260593005785,16.8191247537434,15.8887738626572,12,39.8180895176579,0.930350891086185,"rare",1.05855397648227
12,15,0.9,0.3,1,0.5,10,100,0.307506931777119,6.53582212857427,30.5260593005785,21.6286577028594,20.7277459879555,17,38.1783715944593,0.900911714903867,"rare",1.04346404647314
15,15,0.9,0.3,1,0.5,10,100,0.306357183346863,7.53478265582577,30.5260593005785,24.5278261246606,23.6284380685368,20,37.1837687414916,0.89938805612384,"rare",1.03806379640986
0,1,1,0.3,1,0.5,10,100,0,0,30.5260593005785,3.8,5.3,5,1.49999999999999,-1.5,"none",0.716981132075472
1,1,1,0.3,1,0.5,10,100,0,0,30.5260593005785,4.5,6.3,6,1.2,-1.8,"none",0.714285714285714
3,1,1,0.3,1,0.5,10,100,0,0,30.5260593005785,5.9,8.3,8,0.600000000000009,-2.4,"none",0.710843373493976
7,1,1,0.3,1,0.5,10,100,0,0,30.5260593005785,8.7,12.3,12,-0.599999999999994,-3.6,"none",0.707317073170732
12,1,1,0.3,1,0.5,10,100,0,0,30.5260593005785,12.2,17.3,17,-2.09999999999999,-5.1,"none",0.705202312138728
15,1,1,0.3,1,0.5,10,100,0,0,30.5260593005785,14.3,20.3,20,-2.99999999999997,-6,"none",0.704433497536946
0,3,1,0.3,1,0.5,10,100,0,0,30.5260593005785,4.4,5.9,5,7.5,-1.5,"none",0.745762711864407
1,3,1,0.3,1,0.5,10,100,0,0,30.5260593005785,5.1,6.9,6,7.2,-1.8,"none",0.739130434782609
3,3,1,0.3,1,0.5,10,100,0,0,30.5260593005785,6.5,8.9,8,6.60000000000001,-2.4,"none",0.730337078651685
7,3,1,0.3,1,0.5,10,100,0,0,30.5260593005785,9.3,12.9,12,5.40000000000001,-3.6,"none",0.72093023255814
12,3,1,0.3,1,0.5,10,100,0,0,30.5260593005785,12.8,17.9,17,3.90000000000001,-5.1,"none",0.715083798882682
15,3,1,0.3,1,0.5,10,100,0,0,30.5260593005785,14.9,20.9,20,3,-6,"none",0.712918660287081
0,7,1,0.3,1,0.5,10,100,0.2640738962387,2.1484512831943,30.5260593005785,7.53360615487487,6.78822273259366,5,18.6276107482178,0.745383422281213,"rare",1.10980538671812
1,7,1,0.3,1,0.5,10,100,0.263266525734631,2.44760865031525,30.5260593005785,8.50284778528372,7.75870084002228,6,18.3311553454842,0.744146945261445,"rare",1.0959112821341
3,7,1,0.3,1,0.5,10,100,0.261565162003249,3.04506825259108,30.5260593005785,10.440561427332,9.69978346888983,8,17.7386126473405,0.740777958442139,"rare",1.07637056649956
7,7,1,0.3,1,0.5,10,100,0.255227117657509,4.21963951453754,30.5260593005785,14.2976755630838,13.585396593994,12,16.56624490903,0.712278969089761,"rare",1.05242975162055
12,7,1,0.3,1,0.5,10,100,0.247572829188391,5.69146241297711,30.5260593005785,19.1223161716794,18.4418864388005,17,15.0992941208839,0.680429732878899,"rare",1.03689588563171
15,7,1,0.3,1,0.5,10,100,0.244345753946808,6.58395662132083,30.5260593005785,22.0255609591887,21.3541730899651,20,14.2131187688744,0.671387869223672,"rare",1.03144059319905
0,12,1,0.3,1,0.5,10,100,0.305013570375375,2.29283289255522,30.5260593005785,9.16354960329969,8.25331955990326,5,33.4434256424291,0.91023004339643,"rare",1.11028653825772
1,12,1,0.3,1,0.5,10,100,0.304639309534759,2.59355065670771,30.5260593005785,10.1341955910369,9.22343885894767,6,33.1451453215659,0.910756732089272,"rare",1.09874372736864
3,12,1,0.3,1,0.5,10,100,0.303841678805079,3.19404411407243,30.5260593005785,12.0746397026652,11.1637965138939,8,32.5488083277106,0.910843188771251,"rare",1.0815890174671
7,12,1,0.3,1,0.5,10,100,0.3,4.37661183046492,30.5260593005785,15.9389506474184,15.0474957098858,12,31.366412036391,0.891454937532572,"rare",1.05924274408976
12,12,1,0.3,1,0.5,10,100,0.296763380607402,5.86719928086321,30.5260593005785,20.7804793527769,19.9000792383114,17,29.8811924975792,0.88040011446552,"rare",1.04424103562214
15,12,1,0.3,1,0.5,10,100,0.295311661501935,6.76466100933637,30.5260593005785,23.6881949084027,22.8110679645128,20,28.9878065890179,0.877126943889937,"rare",1.03845181406037
0,15,1,0.3,1,0.5,10,100,0.322382681600178,2.36168112669366,30.5260593005785,10.1255130140243,9.13749718355893,5,42.3629876660547,0.988015830465361,"rare",1.10812762079348
1,15,1,0.3,1,0.5,10,100,0.322107627026959,2.66277024273471,30.5260593005785,11.0964932184612,10.1075308238932,6,42.0642706334999,0.988962394568055,"rare",1.09784411364151
3,15,1,0.3,1,0.5,10,100,0.321515387509221,3.26402324260182,30.5260593005785,13.0376209183416,12.0477123562788,8,41.4670321248508,0.989908562062835,"rare",1.08216568696105
7,15,1,0.3,1,0.5,10,100,0.317073328213083,4.43957524819062,30.5260593005785,16.8956177233716,15.9324538377717,12,40.2877022633171,0.963163885599831,"rare",1.06045295316133
12,15,1,0.3,1,0.5,10,100,0.315401859501613,5.93834252478439,30.5260593005785,21.744508272306,20.7834391253261,17,38.7954604002405,0.961069146979895,"rare",1.04624206519357
15,15,1,0.3,1,0.5,10,100,0.314337194984607,6.83702147929989,30.5260593005785,24.6533193313699,23.6941196668009,20,37.9003963325776,0.959199664569052,"rare",1.04048260404091
0,1,0,0.6,1,0.5,10,100,0,0,30.5260593005785,4.1,5.6,5,4.5,-1.5,"none",0.732142857142857
1,1,0,0.6,1,0.5,10,100,0,0,30.5260593005785,4.5,6.6,6,3.90000000000001,-2.1,"none",0.681818181818182
3,1,0,0.6,1,0.5,10,100,0,0,30.5260593005785,5.3,8.6,8,2.69999999999999,-3.3,"none",0.616279069767442
7,1,0,0.6,1,0.5,10,100,0,0,30.5260593005785,6.9,12.6,12,0.299999999999997,-5.7,"none",0.547619047619048
12,1,0,0.6,1,0.5,10,100,0,0,30.5260593005785,8.9,17.6,17,-2.69999999999999,-8.7,"none",0.505681818181818
15,1,0,0.6,1,0.5,10,100,0,0,30.5260593005785,10.1,20.6,20,-4.5,-10.5,"none",0.490291262135922
0,3,0,0.6,1,0.5,10,100,0.012843476086536,0,30.5260593005785,5.3,6.79702111785105,5,16.4731900606595,-1.49702111785105,"rare",0.779753351961874
1,3,0,0.6,1,0.5,10,100,0,0,30.5260593005785,5.7,7.8,6,15.9,-2.1,"none",0.730769230769231
3,3,0,0.6,1,0.5,10,100,0,0,30.5260593005785,6.5,9.8,8,14.7,-3.3,"none",0.663265306122449
7,3,0,0.6,1,0.5,10,100,0,0,30.5260593005785,8.1,13.8,12,12.3,-5.7,"none",0.58695652173913
12,3,0,0.6,1,0.5,10,100,0,0,30.5260593005785,10.1,18.8,17,9.30000000000001,-8.7,"none",0.537234042553192
15,3,0,0.6,1,0.5,10,100,0,0,30.5260593005785,11.3,21.8,20,7.50000000000003,-10.5,"none",0.518348623853211
0,7,0,0.6,1,0.5,10,100,0.11956060216254,0,30.5260593005785,7.7,9.16511669394779,5,40.1860502455301,-1.46511669394779,"rare",0.840142057883967
1,7,0,0.6,1,0.5,10,100,0.0851336620434518,0,30.5260593005785,8.1,10.1768186676339,6,39.6913680087048,-2.07681866763387,"rare",0.795926533088485
3,7,0,0.6,1,0.5,10,100,0.0239499343079369,0,30.5260593005785,8.9,12.1942996521785,8,38.6486968696062,-3.29429965217847,"rare",0.729849212653229
7,7,0,0.6,1,0.5,10,100,0,0,30.5260593005785,10.5,16.2,12,36.3,-5.7,"none",0.648148148148148
12,7,0,0.6,1,0.5,10,100,0,0,30.5260593005785,12.5,21.2,17,33.3,-8.7,"none",0.589622641509434
15,7,0,0.6,1,0.5,10,100,0,0,30.5260593005785,13.7,24.2,20,31.5,-10.5,"none",0.566115702479339
0,12,0,0.6,1,0.5,10,100,0.176468535500289,0,30.5260593005785,10.7,12.1429674848581,5,69.9867073637232,-1.44296748485814,"rare",0.881168463420703
1,12,0,0.6,1,0.5,10,100,0.148871998176379,0,30.5260593005785,11.1,13.1541275355263,6,69.4871478197364,-2.05412753552627,"rare",0.843841598009557
3,12,0,0.6,1,0.5,10,100,0.101559036234569,0,30.5260593005785,11.9,15.1714013704594,8,68.4426123341346,-3.2714013704594,"rare",0.784370521181437
7,12,0,0.6,1,0.5,10,100,0.0240665255115464,0,30.5260593005785,13.5,19.1942703596953,12,66.2484332372576,-5.69427035969528,"rare",0.703334888329369
12,12,0,0.6,1,0.5,10,100,0,0,30.5260593005785,15.5,24.2,17,63.3,-8.7,"none",0.640495867768595
15,12,0,0.6,1,0.5,10,100,0,0,30.5260593005785,16.7,27.2,20,61.5,-10.5,"none",0.613970588235294
0,15,0,0.6,1,0.5,10,100,0.198075506229976,0,30.5260593005785,12.5,13.9337176557949,5,87.9034589021541,-1.4337176557949,"rare",0.897104441814305
1,15,0,0.6,1,0.5,10,100,0.172843892269489,0,30.5260593005785,12.9,14.944476273266,6,87.4002864593936,-2.04447627326595,"rare",0.863195187580892
3,15,0,0.6,1,0.5,10,100,0.129498744661187,0,30.5260593005785,13.7,16.9614941068197,8,86.3534469613769,-3.26149410681965,"rare",0.807711862747497
7,15,0,0.6,1,0.5,10,100,0.06,0,30.5260593005785,15.3,20.9845144683661,12,84.160630215295,-5.6845144683661,"rare",0.729109078175936
12,15,0,0.6,1,0.5,10,100,0,0,30.5260593005785,17.3,26,17,81.3,-8.7,"none",0.665384615384615
15,15,0,0.6,1,0.5,10,100,0,0,30.5260593005785,18.5,29,20,79.5000000000001,-10.5,"none",0.637931034482759
0,1,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,4.1,5.6,5,4.5,-1.5,"none",0.732142857142857
1,1,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,4.5,6.6,6,3.90000000000001,-2.1,"none",0.681818181818182
3,1,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,5.3,8.6,8,2.69999999999999,-3.3,"none",0.616279069767442
7,1,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,6.9,12.6,12,0.299999999999997,-5.7,"none",0.547619047619048
12,1,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,8.9,17.6,17,-2.69999999999999,-8.7,"none",0.505681818181818
15,1,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,10.1,20.6,20,-4.5,-10.5,"none",0.490291262135922
0,3,0.1,0.6,1,0.5,10,100,0.0265749920972916,6.9259834205351,30.5260593005785,5.3,6.10103812610538,5,10.2093431349484,-0.801038126105383,"rare",0.868704618861851
1,3,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,5.7,7.8,6,15.9,-2.1,"none",0.730769230769231
3,3,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,6.5,9.8,8,14.7,-3.3,"none",0.663265306122449
7,3,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,8.1,13.8,12,12.3,-5.7,"none",0.58695652173913
12,3,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,10.1,18.8,17,9.30000000000001,-8.7,"none",0.537234042553192
15,3,0.1,0.6,1,0.5,10,100,0,0,30.5260593005785,11.3,21.8,20,7.50000000000003,-10.5,"none",0.518348623853211
0,7,0.1,0.6,1,0.5,10,100,0.11956060216254,0,30.5260593005785,7.7,9.16511669394779,5,40.1860502455301,-1.46511669394779,"rare",0.840142057883967
1,7,0.1,0.6,1,0.5,10,100,0.0851336620434518,0,30.5260593005785,8.1,10.1768186676339,6,39.6913680087048,-2.07681866763387,"rare",0.795926533088485
